====================================================================================================
HADWIGER-NELSON UNIT SPHERE MAPPING OF PI DIGITS
====================================================================================================

UNIFIED MAPPING FORMULA:
  θ(i) = 2π × i / φ    where φ = (1+√5)/2 (golden ratio)
  φ(d) = π × d / 9     where d ∈ {0,1,2,...,9}
  Cartesian: (x,y,z) = (sin(φ)cos(θ), sin(φ)sin(θ), cos(φ))
  Color class: c(d) = d mod 7 (Hadwiger-Nelson chromatic constraint)

====================================================================================================

Index,Digit,X_Coord,Y_Coord,Z_Coord,Theta,Phi,ColorClass
37551,8,0.09399897,-0.32884947,-0.93969262,145818.87223036,2.79252680,1
37552,8,-0.29144654,0.17898797,-0.93969262,145822.75545244,2.79252680,1
37553,2,0.63111306,0.12195170,0.76604444,145826.63867451,0.69813170,2
37554,6,-0.51599556,-0.69552037,-0.50000000,145830.52189659,2.09439510,6
37555,9,-0.00000000,0.00000000,-1.00000000,145834.40511867,3.14159265,2
37556,0,0.00000000,-0.00000000,1.00000000,145838.28834075,0.00000000,0
37557,2,-0.64270733,-0.01015898,0.76604444,145842.17156282,0.69813170,2
37558,3,0.62925488,0.59501117,0.50000000,145846.05478490,1.04719755,3
37559,0,-0.00000000,-0.00000000,1.00000000,145849.93800698,0.00000000,0
37560,7,-0.39911029,0.50387190,-0.76604444,145853.82122906,2.44346095,0
37561,8,0.33769132,-0.05424345,-0.93969262,145857.70445113,2.79252680,1
37562,9,-0.00000000,-0.00000000,-1.00000000,145861.58767321,3.14159265,2
37563,1,0.08355866,0.33165604,0.93969262,145865.47089529,0.34906585,1
37564,3,0.41125398,-0.76214839,0.50000000,145869.35411737,1.04719755,3
37565,1,-0.32308097,0.11223398,0.93969262,145873.23733944,0.34906585,1
37566,0,0.00000000,0.00000000,1.00000000,145877.12056152,0.00000000,0
37567,7,-0.26320759,-0.58642790,-0.76604444,145881.00378360,2.44346095,0
37568,6,-0.27221485,0.82213081,-0.50000000,145884.88700568,2.09439510,6
37569,0,0.00000000,-0.00000000,1.00000000,145888.77022775,0.00000000,0
37570,3,-0.84278149,-0.19929717,0.50000000,145892.65344983,1.04719755,3
37571,6,0.48681754,0.71624625,-0.50000000,145896.53667191,2.09439510,6
37572,1,0.04930841,-0.33844713,0.93969262,145900.41989399,0.34906585,1
37573,7,-0.49799244,0.40642274,-0.76604444,145904.30311606,2.44346095,0
37574,6,0.86461227,0.04945329,-0.50000000,145908.18633814,2.09439510,6
37575,3,-0.60413296,-0.62050251,0.50000000,145912.06956022,1.04719755,3
37576,4,0.02993617,0.98435265,0.17364818,145915.95278230,1.39626340,4
37577,7,0.41958836,-0.48695125,-0.76604444,145919.83600437,2.44346095,0
37578,7,-0.63832224,0.07563483,-0.76604444,145923.71922645,2.44346095,0
37579,9,0.00000000,0.00000000,-1.00000000,145927.60244853,3.14159265,2
37580,4,-0.20093501,-0.96409099,0.17364818,145931.48567061,1.39626340,4
37581,8,-0.17471468,0.29402816,-0.93969262,145935.36889268,2.79252680,1
37582,9,0.00000000,-0.00000000,-1.00000000,145939.25211476,3.14159265,2
37583,4,-0.88736000,-0.42712825,0.17364818,145943.13533684,1.39626340,4
37584,3,0.32167091,0.80406954,0.50000000,145947.01855892,1.04719755,3
37585,2,0.22708519,-0.60133870,0.76604444,145950.90178099,0.69813170,2
37586,0,-0.00000000,0.00000000,1.00000000,145954.78500307,0.00000000,0
37587,3,0.83382727,0.23394888,0.50000000,145958.66822515,1.04719755,3
37588,2,-0.33905538,-0.54609281,0.76604444,145962.55144723,0.69813170,2
37589,1,-0.06325021,0.33612080,0.93969262,145966.43466930,0.34906585,1
37590,0,0.00000000,-0.00000000,1.00000000,145970.31789138,0.00000000,0
37591,2,-0.63967414,-0.06318948,0.76604444,145974.20111346,0.69813170,2
37592,7,0.42899192,0.47868763,-0.76604444,145978.08433554,2.44346095,0
37593,7,0.00702355,-0.64274924,-0.76604444,145981.96755761,2.44346095,0
37594,3,-0.59193441,0.63215002,0.50000000,145985.85077969,1.04719755,3
37595,3,0.86348522,-0.06628180,0.50000000,145989.73400177,1.04719755,3
37596,5,-0.77495028,-0.60769924,-0.17364818,145993.61722385,1.74532925,5
37597,9,0.00000000,0.00000000,-1.00000000,145997.50044592,3.14159265,2
37598,4,0.53762180,-0.82511158,0.17364818,146001.38366800,1.39626340,4
37599,1,-0.33124447,0.08517557,0.93969262,146005.26689008,0.34906585,1
37600,6,0.76414553,0.40753112,-0.50000000,146009.15011216,2.09439510,6
37601,9,-0.00000000,-0.00000000,-1.00000000,146013.03333423,3.14159265,2
37602,0,-0.00000000,0.00000000,1.00000000,146016.91655631,0.00000000,0
37603,8,0.31134485,-0.14157034,-0.93969262,146020.79977839,2.79252680,1
37604,6,-0.82344897,-0.26820103,-0.50000000,146024.68300046,2.09439510,6
37605,5,0.48445031,0.85741134,-0.17364818,146028.56622254,1.74532925,5
37606,0,0.00000000,-0.00000000,1.00000000,146032.44944462,0.00000000,0
37607,0,-0.00000000,0.00000000,1.00000000,146036.33266670,0.00000000,0
37608,7,0.63651704,0.08956546,-0.76604444,146040.21588877,2.44346095,0
37609,1,-0.21754308,-0.26391814,0.93969262,146044.09911085,0.34906585,1
37610,9,-0.00000000,0.00000000,-1.00000000,146047.98233293,3.14159265,2
37611,3,0.61754800,-0.60715276,0.50000000,146051.86555501,1.04719755,3
37612,2,-0.64238760,0.02267346,0.76604444,146055.74877708,0.69813170,2
37613,8,0.26018738,0.22199168,-0.93969262,146059.63199916,2.79252680,1
37614,0,-0.00000000,-0.00000000,1.00000000,146063.51522124,0.00000000,0
37615,4,-0.57125452,0.80219361,0.17364818,146067.39844332,1.39626340,4
37616,0,0.00000000,-0.00000000,1.00000000,146071.28166539,0.00000000,0
37617,1,-0.29487697,-0.17327825,0.93969262,146075.16488747,0.34906585,1
37618,7,0.18866269,0.61447726,-0.76604444,146079.04810955,2.44346095,0
37619,1,0.14683495,-0.30889687,0.93969262,146082.93133163,0.34906585,1
37620,6,-0.80249077,0.32558956,-0.50000000,146086.81455370,2.09439510,6
37621,3,0.81166431,0.30199512,0.50000000,146090.69777578,1.04719755,3
37622,8,-0.15580070,-0.30447318,-0.93969262,146094.58099786,2.79252680,1
37623,4,-0.26140813,0.94947991,0.17364818,146098.46421994,1.39626340,4
37624,0,0.00000000,-0.00000000,1.00000000,146102.34744201,0.00000000,0
37625,6,-0.85185889,-0.15600140,-0.50000000,146106.23066409,2.09439510,6
37626,4,0.59445710,0.78515417,0.17364818,146110.11388617,1.39626340,4
37627,4,0.09202985,-0.98049825,0.17364818,146113.99710825,1.39626340,4
37628,9,-0.00000000,0.00000000,-1.00000000,146117.88033032,3.14159265,2
37629,8,0.34201389,0.00206874,-0.93969262,146121.76355240,2.79252680,1
37630,7,-0.47133663,-0.43705571,-0.76604444,146125.64677448,2.44346095,0
37631,8,0.02783999,0.34088519,-0.93969262,146129.52999656,2.79252680,1
37632,7,0.39417530,-0.50774181,-0.76604444,146133.41321863,2.44346095,0
37633,1,-0.33714602,0.05753553,0.93969262,146137.29644071,0.34906585,1
37634,7,0.54025875,0.34827632,-0.76604444,146141.17966279,2.44346095,0
37635,5,-0.24990318,-0.95257268,-0.17364818,146145.06288487,1.74532925,5
37636,3,-0.40379856,0.76612448,0.50000000,146148.94610694,1.04719755,3
37637,7,0.60510677,-0.21684490,-0.76604444,146152.82932902,2.44346095,0
37638,5,-0.90801320,-0.38125889,-0.17364818,146156.71255110,1.74532925,5
37639,6,0.36231023,0.78659475,-0.50000000,146160.59577318,2.09439510,6
37640,7,0.19608219,-0.61215005,-0.76604444,146164.47899525,2.44346095,0
37641,8,-0.29695153,0.16969846,-0.93969262,146168.36221733,2.79252680,1
37642,1,0.33359248,0.07545752,0.93969262,146172.24543941,0.34906585,1
37643,1,-0.19500989,-0.28097851,0.93969262,146176.12866149,0.34906585,1
37644,8,-0.04600403,0.33891209,-0.93969262,146180.01188356,2.79252680,1
37645,5,0.75685726,-0.63008999,-0.17364818,146183.89510564,1.74532925,5
37646,3,-0.86505360,-0.04101540,0.50000000,146187.77832772,1.04719755,3
37647,2,0.45287594,0.45615709,0.76604444,146191.66154980,0.69813170,2
37648,1,-0.01373158,-0.34174438,0.93969262,146195.54477187,0.34906585,1
37649,3,-0.55888208,0.66155183,0.50000000,146199.42799395,1.04719755,3
37650,2,0.63755393,-0.08185898,0.76604444,146203.31121603,0.69813170,2
37651,8,-0.27956343,-0.19703317,-0.93969262,146207.19443811,2.79252680,1
37652,4,0.21033154,0.96208469,0.17364818,146211.07766018,1.39626340,4
37653,0,0.00000000,-0.00000000,1.00000000,146214.96088226,0.00000000,0
37654,8,-0.32646292,0.10197911,-0.93969262,146218.84410434,2.79252680,1
37655,2,0.58187552,0.27312413,0.76604444,146222.72732641,0.69813170,2
37656,1,-0.13012989,-0.31629731,0.93969262,146226.61054849,0.34906585,1
37657,6,-0.29803201,0.81312786,-0.50000000,146230.49377057,2.09439510,6
37658,5,0.87449672,-0.45288167,-0.17364818,146234.37699265,1.74532925,5
37659,7,-0.62055396,-0.16759680,-0.76604444,146238.26021472,2.44346095,0
37660,1,0.18323394,0.28879595,0.93969262,146242.14343680,0.34906585,1
37661,1,0.05996785,-0.33672190,0.93969262,146246.02665888,0.34906585,1
37662,0,-0.00000000,0.00000000,1.00000000,146249.90988096,0.00000000,0
37663,7,0.64026020,0.05694553,-0.76604444,146253.79310303,2.44346095,0
37664,5,-0.66437776,-0.72694463,-0.17364818,146257.67632511,1.74532925,5
37665,4,-0.00115256,0.98480708,0.17364818,146261.55954719,1.39626340,4
37666,9,0.00000000,-0.00000000,-1.00000000,146265.44276927,3.14159265,2
37667,5,-0.98113706,0.08494933,-0.17364818,146269.32599134,1.74532925,5
37668,2,0.50965867,0.39169370,0.76604444,146273.20921342,0.69813170,2
37669,8,-0.05917954,-0.33686134,-0.93969262,146277.09243550,2.79252680,1
37670,2,-0.34563664,0.54195131,0.76604444,146280.97565758,0.69813170,2
37671,9,0.00000000,-0.00000000,-1.00000000,146284.85887965,3.14159265,2
37672,4,-0.87343427,-0.45492733,0.17364818,146288.74210173,1.39626340,4
37673,9,0.00000000,0.00000000,-1.00000000,146292.62532381,3.14159265,2
37674,7,0.24595493,-0.59387043,-0.76604444,146296.50854589,2.44346095,0
37675,4,-0.89246203,0.41636263,0.17364818,146300.39176796,1.39626340,4
37676,9,0.00000000,0.00000000,-1.00000000,146304.27499004,3.14159265,2
37677,3,-0.43335448,-0.74980257,0.50000000,146308.15821212,1.04719755,3
37678,6,-0.18694225,0.84560783,-0.50000000,146312.04143420,2.09439510,6
37679,2,0.52627269,-0.36907041,0.76604444,146315.92465627,0.69813170,2
37680,1,-0.33913248,-0.04435017,0.93969262,146319.80787835,0.34906585,1
37681,4,0.63377465,0.75377450,0.17364818,146323.69110043,1.39626340,4
37682,6,0.03679494,-0.86524339,-0.50000000,146327.57432251,2.09439510,6
37683,0,-0.00000000,0.00000000,1.00000000,146331.45754458,0.00000000,0
37684,8,0.34167333,-0.01539854,-0.93969262,146335.34076666,2.79252680,1
37685,2,-0.49303951,-0.41241720,0.76604444,146339.22398874,0.69813170,2
37686,1,0.04521062,0.33901885,0.93969262,146343.10721082,0.34906585,1
37687,5,0.56340077,-0.80772884,-0.17364818,146346.99043289,1.74532925,5
37688,5,-0.96104719,0.21502235,-0.17364818,146350.87365497,1.74532925,5
37689,8,0.29655351,0.17039306,-0.93969262,146354.75687705,2.79252680,1
37690,3,-0.26224964,-0.82536363,0.50000000,146358.64009913,1.04719755,3
37691,2,-0.27028233,0.58320097,0.76604444,146362.52332120,0.69813170,2
37692,0,0.00000000,-0.00000000,1.00000000,146366.40654328,0.00000000,0
37693,5,-0.92629718,-0.33439474,-0.17364818,146370.28976536,1.74532925,5
37694,6,0.40200421,0.76706755,-0.50000000,146374.17298744,2.09439510,6
37695,8,0.08756458,-0.33062097,-0.93969262,146378.05620951,2.79252680,1
37696,7,-0.54107247,0.34701080,-0.76604444,146381.93943159,2.44346095,0
37697,2,0.63337243,0.10961424,0.76604444,146385.82265367,0.69813170,2
37698,3,-0.52946828,-0.68531988,0.50000000,146389.70587575,1.04719755,3
37699,2,-0.05382149,0.64053037,0.76604444,146393.58909782,0.69813170,2
37700,1,0.25133662,-0.23196483,0.93969262,146397.47231990,0.34906585,1
37701,8,-0.34201779,0.00126819,-0.93969262,146401.35554198,2.79252680,1
37702,5,0.72862823,0.66253092,-0.17364818,146405.23876406,1.74532925,5
37703,5,-0.08973458,-0.98071097,-0.17364818,146409.12198613,1.74532925,5
37704,7,-0.38920278,0.51156339,-0.76604444,146413.00520821,2.44346095,0
37705,4,0.96911076,-0.17513036,0.17364818,146416.88843029,1.39626340,4
37706,0,-0.00000000,-0.00000000,1.00000000,146420.77165236,0.00000000,0
37707,6,0.22792346,0.83549440,-0.50000000,146424.65487444,2.09439510,6
37708,5,0.45066107,-0.87564314,-0.17364818,146428.53809652,1.74532925,5
37709,1,-0.32082956,0.11851656,0.93969262,146432.42131860,0.34906585,1
37710,6,0.80172648,0.32746703,-0.50000000,146436.30454067,2.09439510,6
37711,1,-0.14611152,-0.30923972,0.93969262,146440.18776275,0.34906585,1
37712,0,-0.00000000,0.00000000,1.00000000,146444.07098483,0.00000000,0
37713,9,0.00000000,-0.00000000,-1.00000000,146447.95420691,3.14159265,2
37714,6,-0.84650972,-0.18281492,-0.50000000,146451.83742898,2.09439510,6
37715,2,0.37163332,0.52446600,0.76604444,146455.72065106,0.69813170,2
37716,7,0.08024085,-0.63775961,-0.76604444,146459.60387314,2.44346095,0
37717,4,-0.75067381,0.63744423,0.17364818,146463.48709522,1.39626340,4
37718,8,0.34177813,0.01286432,-0.93969262,146467.37031729,2.79252680,1
37719,7,-0.45730485,-0.45171693,-0.76604444,146471.25353937,2.44346095,0
37720,4,0.04913710,0.98358114,0.17364818,146475.13676145,1.39626340,4
37721,3,0.55240109,-0.66697304,0.50000000,146479.01998353,1.04719755,3
37722,7,-0.63672494,0.08807534,-0.76604444,146482.90320560,2.44346095,0
37723,5,0.81046765,0.55945375,-0.17364818,146486.78642768,1.74532925,5
37724,0,-0.00000000,-0.00000000,1.00000000,146490.66964976,0.00000000,0
37725,9,-0.00000000,0.00000000,-1.00000000,146494.55287184,3.14159265,2
37726,8,0.32545243,-0.10515937,-0.93969262,146498.43609391,2.79252680,1
37727,0,-0.00000000,-0.00000000,1.00000000,146502.31931599,0.00000000,0
37728,9,0.00000000,0.00000000,-1.00000000,146506.20253807,3.14159265,2
37729,2,0.21530867,-0.60565509,0.76604444,146510.08576015,0.69813170,2
37730,2,-0.56787605,0.30115230,0.76604444,146513.96898222,0.69813170,2
37731,3,0.83823333,0.21763475,0.50000000,146517.85220430,1.04719755,3
37732,0,-0.00000000,-0.00000000,1.00000000,146521.73542638,0.00000000,0
37733,2,-0.10652317,0.63389962,0.76604444,146525.61864846,0.69813170,2
37734,1,0.26963067,-0.21042119,0.93969262,146529.50187053,0.34906585,1
37735,1,-0.34095474,-0.02697486,0.93969262,146533.38509261,0.34906585,1
37736,6,0.59045314,0.63353381,-0.50000000,146537.26831469,2.09439510,6
37737,0,-0.00000000,-0.00000000,1.00000000,146541.15153677,0.00000000,0
37738,9,-0.00000000,0.00000000,-1.00000000,146545.03475884,3.14159265,2
37739,9,0.00000000,-0.00000000,-1.00000000,146548.91798092,3.14159265,2
37740,8,-0.27320420,-0.20576016,-0.93969262,146552.80120300,2.79252680,1
37741,2,0.11739258,0.63197697,0.76604444,146556.68442508,0.69813170,2
37742,6,0.45852898,-0.73467760,-0.50000000,146560.56764715,2.09439510,6
37743,3,-0.83437259,0.23199652,0.50000000,146564.45086923,1.04719755,3
37744,3,0.77195178,0.39254357,0.50000000,146568.33409131,1.04719755,3
37745,0,-0.00000000,-0.00000000,1.00000000,146572.21731339,0.00000000,0
37746,3,-0.32355209,0.80331441,0.50000000,146576.10053546,1.04719755,3
37747,3,0.78120833,-0.37378275,0.50000000,146579.98375754,1.04719755,3
37748,9,-0.00000000,-0.00000000,-1.00000000,146583.86697962,3.14159265,2
37749,1,0.17402598,0.29443630,0.93969262,146587.75020170,0.34906585,1
37750,5,0.20319108,-0.96361802,-0.17364818,146591.63342377,1.74532925,5
37751,4,-0.80074140,0.57328834,0.17364818,146595.51664585,1.39626340,4
37752,6,0.85976835,0.10391525,-0.50000000,146599.39986793,2.09439510,6
37753,9,-0.00000000,-0.00000000,-1.00000000,146603.28309001,3.14159265,2
37754,4,-0.03224013,0.98427988,0.17364818,146607.16631208,1.39626340,4
37755,9,0.00000000,-0.00000000,-1.00000000,146611.04953416,3.14159265,2
37756,4,-0.98332973,0.05393470,0.17364818,146614.93275624,1.39626340,4
37757,6,0.66965987,0.54914084,-0.50000000,146618.81597831,2.09439510,6
37758,4,-0.13969650,-0.97484932,0.17364818,146622.69920039,1.39626340,4
37759,4,-0.55549340,0.81318718,0.17364818,146626.58242247,1.39626340,4
37760,4,0.95890359,-0.22438852,0.17364818,146630.46564455,1.39626340,4
37761,9,-0.00000000,-0.00000000,-1.00000000,146634.34886662,3.14159265,2
37762,1,0.10674577,0.32493556,0.93969262,146638.23208870,0.34906585,1
37763,0,0.00000000,-0.00000000,1.00000000,146642.11531078,0.00000000,0
37764,0,-0.00000000,0.00000000,1.00000000,146645.99853286,0.00000000,0
37765,4,0.92951560,0.32534146,0.17364818,146649.88175493,1.39626340,4
37766,5,-0.46563087,-0.86777543,-0.17364818,146653.76497701,1.74532925,5
37767,1,-0.08433473,0.33145955,0.93969262,146657.64819909,0.34906585,1
37768,5,0.82374464,-0.53971389,-0.17364818,146661.53142117,1.74532925,5
37769,2,-0.63441172,-0.10342956,0.76604444,146665.41464324,0.69813170,2
37770,8,0.21173402,0.26860097,-0.93969262,146669.29786532,2.79252680,1
37771,0,0.00000000,-0.00000000,1.00000000,146673.18108740,0.00000000,0
37772,9,-0.00000000,0.00000000,-1.00000000,146677.06430948,3.14159265,2
37773,2,0.64272934,-0.00865459,0.76604444,146680.94753155,0.69813170,2
37774,5,-0.73505749,-0.65539057,-0.17364818,146684.83075363,1.74532925,5
37775,0,0.00000000,0.00000000,1.00000000,146688.71397571,0.00000000,0
37776,8,0.20442494,-0.27420471,-0.93969262,146692.59719779,2.79252680,1
37777,9,-0.00000000,0.00000000,-1.00000000,146696.48041986,3.14159265,2
37778,7,0.54695145,0.33766852,-0.76604444,146700.36364194,2.44346095,0
37779,4,-0.26844215,-0.94751524,0.17364818,146704.24686402,1.39626340,4
37780,5,-0.44209646,0.87999831,-0.17364818,146708.13008610,1.74532925,5
37781,0,0.00000000,-0.00000000,1.00000000,146712.01330817,0.00000000,0
37782,7,-0.59740623,-0.23723767,-0.76604444,146715.89653025,2.44346095,0
37783,4,0.42937866,0.88627325,0.17364818,146719.77975233,1.39626340,4
37784,8,0.09795790,-0.32769197,-0.93969262,146723.66297441,2.79252680,1
37785,9,-0.00000000,0.00000000,-1.00000000,146727.54619648,3.14159265,2
37786,6,0.84825305,0.17454730,-0.50000000,146731.42941856,2.09439510,6
37787,7,-0.37673255,-0.52081522,-0.76604444,146735.31264064,2.44346095,0
37788,6,-0.09971983,0.86026505,-0.50000000,146739.19586272,2.09439510,6
37789,0,0.00000000,-0.00000000,1.00000000,146743.07908479,0.00000000,0
37790,3,-0.86568921,-0.02412871,0.50000000,146746.96230687,1.04719755,3
37791,2,0.46169024,0.44723376,0.76604444,146750.84552895,0.69813170,2
37792,4,-0.05873101,-0.98305492,0.17364818,146754.72875103,1.39626340,4
37793,0,-0.00000000,0.00000000,1.00000000,146758.61197310,0.00000000,0
37794,9,0.00000000,-0.00000000,-1.00000000,146762.49519518,3.14159265,2
37795,0,-0.00000000,-0.00000000,1.00000000,146766.37841726,0.00000000,0
37796,7,0.14951068,0.62515796,-0.76604444,146770.26163934,2.44346095,0
37797,6,0.42041522,-0.75713344,-0.50000000,146774.14486141,2.09439510,6
37798,8,-0.32441096,0.10832962,-0.93969262,146778.02808349,2.79252680,1
37799,9,0.00000000,0.00000000,-1.00000000,146781.91130557,3.14159265,2
37800,8,-0.13627670,-0.31369801,-0.93969262,146785.79452765,2.79252680,1
37801,3,-0.28210956,0.81878825,0.50000000,146789.67774972,1.04719755,3
37802,6,0.76110232,-0.41318670,-0.50000000,146793.56097180,2.09439510,6
37803,5,-0.95557298,-0.23817345,-0.17364818,146797.44419388,1.74532925,5
37804,2,0.35489189,0.53593624,0.76604444,146801.32741596,0.69813170,2
37805,9,0.00000000,-0.00000000,-1.00000000,146805.21063803,3.14159265,2
37806,4,-0.77042236,0.61342945,0.17364818,146809.09386011,1.39626340,4
37807,0,0.00000000,0.00000000,1.00000000,146812.97708219,0.00000000,0
37808,6,-0.59660607,-0.62774294,-0.50000000,146816.86030426,2.09439510,6
37809,5,0.01806317,0.98464208,-0.17364818,146820.74352634,1.74532925,5
37810,7,0.42543025,-0.48185580,-0.76604444,146824.62674842,2.44346095,0
37811,9,-0.00000000,0.00000000,-1.00000000,146828.50997050,3.14159265,2
37812,2,0.51720435,0.38167470,0.76604444,146832.39319257,0.69813170,2
37813,0,-0.00000000,-0.00000000,1.00000000,146836.27641465,0.00000000,0
37814,1,-0.17824782,0.29189980,0.93969262,146840.15963673,0.34906585,1
37815,9,0.00000000,-0.00000000,-1.00000000,146844.04285881,3.14159265,2
37816,8,-0.30636557,-0.15204576,-0.93969262,146847.92608088,2.79252680,1
37817,3,0.31195083,0.80789027,0.50000000,146851.80930296,1.04719755,3
37818,1,0.12467935,-0.31848522,0.93969262,146855.69252504,0.34906585,1
37819,5,-0.88416808,0.43369703,-0.17364818,146859.57574712,1.74532925,5
37820,2,0.61675022,0.18109410,0.76604444,146863.45896919,0.69813170,2
37821,6,-0.44790209,-0.74120424,-0.50000000,146867.34219127,2.09439510,6
37822,5,-0.19377993,0.96555458,-0.17364818,146871.22541335,1.74532925,5
37823,4,0.79511004,-0.58107344,0.17364818,146875.10863543,1.39626340,4
37824,1,-0.33993328,-0.03772460,0.93969262,146878.99185750,0.34906585,1
37825,0,0.00000000,0.00000000,1.00000000,146882.87507958,0.00000000,0
37826,6,0.01990535,-0.86579661,-0.50000000,146886.75830166,2.09439510,6
37827,5,-0.68174307,0.71068467,-0.17364818,146890.64152374,1.74532925,5
37828,8,0.34130783,-0.02206232,-0.93969262,146894.52474581,2.79252680,1
37829,1,-0.26657265,-0.21428205,0.93969262,146898.40796789,0.34906585,1
37830,3,0.13120508,0.85602875,0.50000000,146902.29118997,1.04719755,3
37831,6,0.48149257,-0.71983672,-0.50000000,146906.17441205,2.09439510,6
37832,8,-0.33224756,0.08117473,-0.93969262,146910.05763412,2.79252680,1
37833,2,0.56348058,0.30929848,0.76604444,146913.94085620,0.69813170,2
37834,3,-0.27830417,-0.82008950,0.50000000,146917.82407828,1.04719755,3
37835,7,-0.25885149,0.58836368,-0.76604444,146921.70730036,2.44346095,0
37836,9,0.00000000,-0.00000000,-1.00000000,146925.59052243,3.14159265,2
37837,1,-0.32390439,-0.10983498,0.93969262,146929.47374451,0.34906585,1
37838,9,0.00000000,0.00000000,-1.00000000,146933.35696659,3.14159265,2
37839,8,0.08109685,-0.33226658,-0.93969262,146937.24018867,2.79252680,1
37840,4,-0.81843975,0.54772501,0.17364818,146941.12341074,1.39626340,4
37841,0,0.00000000,0.00000000,1.00000000,146945.00663282,0.00000000,0
37842,9,-0.00000000,-0.00000000,-1.00000000,146948.88985490,3.14159265,2
37843,0,-0.00000000,0.00000000,1.00000000,146952.77307698,0.00000000,0
37844,6,0.62482506,-0.59966127,-0.50000000,146956.65629905,2.09439510,6
37845,4,-0.98454225,0.02286631,0.17364818,146960.53952113,1.39626340,4
37846,5,0.74141678,0.64818783,-0.17364818,146964.42274321,1.74532925,5
37847,7,-0.07104880,-0.63884895,-0.76604444,146968.30596529,2.44346095,0
37848,1,-0.20173995,0.27618611,0.93969262,146972.18918736,0.34906585,1
37849,2,0.63019133,-0.12662859,0.76604444,146976.07240944,0.69813170,2
37850,4,-0.84298573,-0.50913787,0.17364818,146979.95563152,1.39626340,4
37851,6,0.24418219,0.83088811,-0.50000000,146983.83885360,2.09439510,6
37852,8,0.15054942,-0.30710365,-0.93969262,146987.72207567,2.79252680,1
37853,9,-0.00000000,0.00000000,-1.00000000,146991.60529775,3.14159265,2
37854,4,0.91878204,0.35452203,0.17364818,146995.48851983,1.39626340,4
37855,8,-0.15211757,-0.30632992,-0.93969262,146999.37174191,2.79252680,1
37856,4,-0.27283940,0.94625841,0.17364818,147003.25496398,1.39626340,4
37857,7,0.54851364,-0.33512490,-0.76604444,147007.13818606,2.44346095,0
37858,0,-0.00000000,-0.00000000,1.00000000,147011.02140814,0.00000000,0
37859,2,0.38179592,0.51711487,0.76604444,147014.90463021,0.69813170,2
37860,0,0.00000000,-0.00000000,1.00000000,147018.78785229,0.00000000,0
37861,9,-0.00000000,0.00000000,-1.00000000,147022.67107437,3.14159265,2
37862,3,0.86588342,0.01568152,0.50000000,147026.55429645,1.04719755,3
37863,5,-0.71400194,-0.67826804,-0.17364818,147030.43751852,1.74532925,5
37864,7,0.04459228,0.64123899,-0.76604444,147034.32074060,2.44346095,0
37865,7,0.40026976,-0.50295132,-0.76604444,147038.20396268,2.44346095,0
37866,6,-0.85537851,0.13537946,-0.50000000,147042.08718476,2.09439510,6
37867,1,0.28520997,0.18876718,0.93969262,147045.97040683,0.34906585,1
37868,1,-0.08279456,-0.33184761,0.93969262,147049.85362891,0.34906585,1
37869,9,-0.00000000,0.00000000,-1.00000000,147053.73685099,3.14159265,2
37870,3,0.81872210,-0.28230148,0.50000000,147057.62007307,1.04719755,3
37871,1,-0.31372994,-0.13620316,0.93969262,147061.50329514,0.34906585,1
37872,3,0.35279793,0.79090683,0.50000000,147065.38651722,1.04719755,3
37873,9,0.00000000,-0.00000000,-1.00000000,147069.26973930,3.14159265,2
37874,9,-0.00000000,0.00000000,-1.00000000,147073.15296138,3.14159265,2
37875,8,0.33265824,0.07947499,-0.93969262,147077.03618345,2.79252680,1
37876,0,-0.00000000,-0.00000000,1.00000000,147080.91940553,0.00000000,0
37877,2,-0.09413427,0.63585741,0.76604444,147084.80262761,0.69813170,2
37878,4,0.76440081,-0.62091683,0.17364818,147088.68584969,1.39626340,4
37879,6,-0.86449607,-0.05144455,-0.50000000,147092.56907176,2.09439510,6
37880,8,0.23802569,0.24560446,-0.93969262,147096.45229384,2.79252680,1
37881,1,-0.00960931,-0.34188513,0.93969262,147100.33551592,0.34906585,1
37882,3,-0.56681944,0.65476387,0.50000000,147104.21873800,1.04719755,3
37883,4,0.97823071,-0.11362651,0.17364818,147108.10196007,1.39626340,4
37884,0,-0.00000000,-0.00000000,1.00000000,147111.98518215,0.00000000,0
37885,5,0.19871397,0.96455123,-0.17364818,147115.86840423,1.74532925,5
37886,2,0.32962807,-0.55183444,0.76604444,147119.75162631,0.69813170,2
37887,0,-0.00000000,0.00000000,1.00000000,147123.63484838,0.00000000,0
37888,0,0.00000000,0.00000000,1.00000000,147127.51807046,0.00000000,0
37889,3,-0.31981811,-0.80480829,0.50000000,147131.40129254,1.04719755,3
37890,9,-0.00000000,0.00000000,-1.00000000,147135.28451462,3.14159265,2
37891,4,0.87989466,-0.44230272,0.17364818,147139.16773669,1.39626340,4
37892,7,-0.61848770,-0.17506820,-0.76604444,147143.05095877,2.44346095,0
37893,8,0.17973788,0.29098466,-0.93969262,147146.93418085,2.79252680,1
37894,1,0.06402420,-0.33597423,0.93969262,147150.81740293,0.34906585,1
37895,9,-0.00000000,0.00000000,-1.00000000,147154.70062500,3.14159265,2
37896,4,0.97981206,0.09906888,0.17364818,147158.58384708,1.39626340,4
37897,9,-0.00000000,-0.00000000,-1.00000000,147162.46706916,3.14159265,2
